tag,id,type,answerable,refused,refusal_correct,gold_in_context,n_context,n_sources,cited,latency,prompt_tokens,completion_tokens,correctness,faithfulness,relevancy,judge_comment,question,answer,expected
qwen3.8-27b/strict,q17,specific,True,False,True,True,5,1,True,0.25,1064,46,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какая дальность и перезарядка у Meat Hook у Pudge?,"Дальность применения Meat Hook составляет 1300, а перезарядка зависит от уровня способности и равна 18 / 16 / 14 / 12 секундам [1].","Дальность 1300, перезарядка 18 / 16 / 14 / 12 секунд."
qwen3.8-27b/strict,q18,specific,True,True,False,False,5,0,False,0.16,848,12,5,5,5,"В предоставленном контексте действительно нет информации о патче 7.41f, поэтому отказ системы является абсолютно верным и корректным.",Что изменили у Anti-Mage в патче 7.41f?,В базе знаний недостаточно информации для ответа на этот вопрос.,В 7.41f у Mana Break урон от сожжённой маны увеличен с 60% до 65%.
qwen3.8-27b/strict,q19,specific,True,False,True,True,5,2,True,0.21,1002,30,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько маны стоит Laguna Blade у Lina?,Laguna Blade у Lina стоит 150 / 300 / 450 маны [1][2].,Laguna Blade стоит 150 / 300 / 450 маны.
qwen3.8-27b/strict,q20,multi_doc,True,False,True,True,5,1,True,0.22,1090,29,4,5,5,"Ответ верный и подтвержден контекстом, но можно было бы добавить разницу в стоимости, как в эталоне.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"Стоимость Blink Dagger составляет 2250 золота [2], а Overwhelming Blink — 6800 золота [1].","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
qwen3.8-27b/strict,q21,multi_doc,True,True,False,True,5,0,False,0.18,955,12,1,5,1,"В контексте действительно нет информации о базовой броне Anti-Mage (есть только броня Axe), поэтому система корректно ответила про недостаток информации, хотя эталон содержал ответ из внешних знаний.",У кого больше базовой брони: у Axe или у Anti-Mage?,В базе знаний недостаточно информации для ответа на этот вопрос.,"У Anti-Mage больше: около 6,17 брони против 3 у Axe."
qwen3.8-27b/strict,q22,multi_doc,True,False,True,True,5,2,True,0.24,960,45,5,5,5,"Ответ полностью верен, содержит всю необходимую информацию из эталона и подтвержден контекстом.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"У Crystal Maiden основной атрибут — Интеллект, а тип атаки — дальний бой [2]. У Lina основной атрибут также Интеллект, и тип атаки — дальний бой [1].","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
qwen3.8-27b/strict,q23,multi_doc,True,False,True,True,5,2,True,1.42,1003,103,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и отвечает на вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,В патче 7.41d дальность применения Battle Hunger была уменьшена с 700/775/850/925 до 600/700/800/900 [1]. В патче 7.41e урон в секунду этой способности был снижен с 12/18/24/30 до 12/16/20/24 [2].,В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
qwen3.8-27b/strict,q24,multi_doc,True,False,True,True,5,3,True,5.29,750,50,4,4,5,"Ответ системы хорошо описывает разницу между Silence и Break, но в описании Break есть неточность: в системе указано, что он отключает пассивные способности, «включая их компоненты», тогда как из контекста и эталона следует, что пассивные компоненты предметов и талантов Break не отключает.",Чем Silence отличается от Break?,"Silence полностью блокирует использование активных способностей, но не влияет на пассивные [4]. Break, напротив, отключает пассивные способности, включая их компоненты, но не затрагивает активные [1][2].","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
qwen3.8-27b/strict,q25,multi_doc,True,False,True,False,5,1,True,6.34,930,76,5,5,5,"Ответ полностью точен, полностью соответствует эталону и контексту, а также строго отвечает на заданный вопрос.",Чем вампиризм заклинаний (spell lifesteal) отличается от обычного вампиризма (lifesteal)?,"Вампиризм заклинаний позволяет герою восстанавливать здоровье за счёт урона, нанесённого его заклинаниями [1]. В отличие от обычного вампиризма, он не срабатывает от избыточного урона (overkill), а исцеление рассчитывается на основе оставшегося здоровья цели в момент её смерти [1].","Обычный lifesteal лечит от урона атак, а spell lifesteal — от урона заклинаний; spell lifesteal не учитывает избыточный урон (overkill) — лечение считается от оставшегося здоровья цели."
qwen3.8-27b/strict,q26,multi_doc,True,False,True,True,5,1,True,8.28,1062,25,5,5,5,"Ответ полностью точен, содержит правильный расчёт, подтверждён контекстом и прямо отвечает на вопрос.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?","Чтобы купить Black King Bar и Linken's Sphere, нужно 8850 золота [1][2].",4050 + 4800 = 8850 золота.
qwen3.8-27b/strict,q27,multi_doc,True,False,True,True,5,3,True,7.37,921,91,5,5,5,"Ответ полностью точен, содержит данные из контекста, отвечает на вопрос и даже дополняет его релевантной информацией из Вики.",Какой урон наносит Laguna Blade у Lina?,"Базовый урон Laguna Blade составляет 400 / 580 / 760 [1][2]. При максимальных зарядах Fiery Soul урон может достигать 640 / 840 / 1040, а при активном Flame Cloak и максимальных зарядах — до 864 / 1134 / 1404 [3].",По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
qwen3.8-27b/strict,q28,reasoning,True,False,True,True,5,3,True,7.33,986,57,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","При активном Counterspell предметы Linken's Sphere, Lotus Orb, Mirror Shield и Planar Pocket не срабатывают [1][3][5]. Вместо этого Counterspell блокирует направленное заклинание и отражает его обратно на врага [2].","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
qwen3.8-27b/strict,q29,reasoning,True,False,True,True,5,1,True,7.27,1022,24,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Замедлит ли Mana Break у Anti-Mage цель, у которой вообще нет маны?","Нет, Mana Break не применяет замедление к юнитам, у которых нет маны [1].",Нет: замедление передвижения не применяется к существам без маны.
qwen3.8-27b/strict,q30,reasoning,True,False,True,True,5,1,True,7.31,948,50,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Можно ли снять оглушение (стан) базовым развеиванием?,"Нет, базовое развеивание не способно снять оглушение (стан), так как оно удаляет только большинство базовых эффектов изменения характеристик, но не большинство жестких отключений, к которым относятся станы [4].","Нет: базовое развеивание снимает замедления, бонусы, silence и т.п., но не снимает большинство жёстких контролей вроде оглушения — для этого нужно сильное развеивание (strong dispel)."
qwen3.8-27b/strict,q31,reasoning,True,True,False,True,5,0,False,7.24,986,12,1,5,1,"Ответ содержит отказ, хотя в контексте [2] есть информация о том, что уклонение работает только против атак ('evade an incoming attack').",Поможет ли уклонение (evasion) против урона от заклинаний?,В базе знаний недостаточно информации для ответа на этот вопрос.,Нет: уклонение срабатывает только против атак; к тому же True Strike и Accuracy его игнорируют.
qwen3.8-27b/strict,q32,reasoning,True,False,True,True,5,1,True,7.25,966,18,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Что произойдёт с поддерживаемым (channeling) заклинанием героя, если на него наложить Silence?",Silence прерывает поддержание (channeling) способностей героев [2].,Silence прерывает поддерживаемое заклинание.
qwen3.8-27b/strict,q33,reasoning,True,False,True,True,5,2,True,7.45,1003,50,5,5,5,"Ответ полностью верен, содержит точную информацию из эталона и контекста, а также подтвержден источниками без лишней информации.",Может ли Meat Hook у Pudge притянуть союзника и нанесёт ли он ему урон?,"Да, Meat Hook может притягивать союзников, но не наносит им урон [1]. При этом союзники не получают отключений и могут свободно действовать во время перетаскивания крюком [4].","Да, крюк притягивает союзников, но не наносит им урона."
qwen3.8-27b/strict,q34,reasoning,True,False,True,True,5,1,True,7.3,996,41,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Anti-Mage пытается сделать Blink на 100 единиц. На какое расстояние он переместится?,"Anti-Mage переместится на 200 единиц, так как попытка сделать Blink на расстояние меньше минимального приводит к перемещению на 200 [1].",На 200 единиц: при попытке переместиться меньше минимальной дистанции Blink переносит на 200.
qwen3.8-27b/strict,q35,unanswerable,False,True,True,,5,0,False,11.29,1341,12,5,5,5,"Система корректно определила, что в предоставленном контексте нет информации о победителе The International 2019, и дала стандартный ответ, полностью совпавший с эталоном.",Кто выиграл The International 2019?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q36,unanswerable,False,True,True,,5,0,False,9.29,1209,12,5,5,5,"Ответ полностью совпадает с эталоном, так как в предоставленном контексте действительно нет информации о стоимости арканы на Pudge в магазине Steam.",Сколько стоит набор Arcana для Pudge в магазине Steam?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q37,unanswerable,False,True,True,,5,0,False,9.23,1022,12,5,5,5,"Ответ полностью совпадает с эталоном, в контексте действительно нет информации о MMR игрока Miracle-.",Какой рейтинг MMR у профессионального игрока Miracle-?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q38,unanswerable,False,True,True,,5,0,False,6.22,816,12,5,5,5,"Ответ полностью совпадает с эталоном, корректно указывает на отсутствие информации в контексте.",Когда выйдет Dota 3?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q39,unanswerable,False,True,True,,5,0,False,9.23,1036,12,5,5,5,"Система корректно определила, что в контексте нет информации о герое с таким именем, и дала стандартный ответ об отсутствии информации, полностью совпавший с эталоном.",Какие способности у героя Frostblade Queen?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q40,unanswerable,False,True,True,,5,0,False,8.22,967,12,5,5,5,"В контексте нет информации о сборке персонажа Yasuo (который вообще из другой игры, League of Legends, несмотря на шуточные упоминания в Вики Dota 2). Ответ об отсутствии информации абсолютно верен.",Как собирать Yasuo в League of Legends?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/strict,q41,unanswerable,False,True,True,,5,0,False,7.22,897,12,5,5,5,"Ответ системы полностью совпадает с эталоном, в предоставленном контексте действительно нет информации о системных требованиях игры для Mac.",Какие системные требования у Dota 2 для Mac?,В базе знаний недостаточно информации для ответа на этот вопрос.,
qwen3.8-27b/basic,q01,factoid,True,False,True,True,5,3,False,6.44,796,12,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько стоит Blink Dagger?,Blink Dagger стоит **2250 золота**.,Blink Dagger стоит 2250 золота.
qwen3.8-27b/basic,q02,factoid,True,False,True,True,5,5,False,5.21,799,13,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой основной атрибут у героя Axe?,Основной атрибут у героя Axe — **Сила**.,Основной атрибут Axe — сила.
qwen3.8-27b/basic,q03,factoid,True,False,True,True,5,5,False,7.27,838,14,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какой тип атаки у Crystal Maiden?,У Crystal Maiden тип атаки — **дальний бой**.,Crystal Maiden атакует в дальнем бою (ranged).
qwen3.8-27b/basic,q04,factoid,True,False,True,True,5,3,False,5.41,627,96,5,5,5,"Ответ полностью верен, детален, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько стоит Aghanim's Scepter и какие бонусы он даёт?,"Согласно предоставленным данным, **Aghanim's Scepter** стоит **4200 золота**.

Эта вещь предоставляет следующие бонусы:
*   **+10** ко всем атрибутам
*   **+175** к здоровью
*   **+175** к мане
*   **Пассивное улучшение способности (Ability Upgrade):** Улучшает ультимейт и некоторые другие способности героя.","Aghanim's Scepter стоит 4200 золота и даёт +10 ко всем атрибутам, +175 к здоровью и +175 к мане, а также улучшает ульт и некоторые способности."
qwen3.8-27b/basic,q05,factoid,True,False,True,True,5,4,False,5.41,762,102,5,5,5,"Ответ полностью верен, содержит точные значения из контекста, а также полезное дополнение про талант.",Какой урон наносит Culling Blade у Axe?,"Способность **Culling Blade** у героя Axe наносит следующий чистый урон в зависимости от уровня заклинания:

*   **Уровень 1:** 275
*   **Уровень 2:** 375
*   **Уровень 3:** 475

Также стоит отметить, что на 25-м уровне герой может выбрать талант, который увеличивает урон от Culling Blade на **150** единиц.",Culling Blade наносит 275 / 375 / 475 чистого урона.
qwen3.8-27b/basic,q06,factoid,True,False,True,True,5,4,False,3.38,544,92,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие роли у Crystal Maiden?,"Согласно предоставленным фрагментам из базы знаний, у Crystal Maiden следующие роли:

*   **Саппорт (Support)**
*   **Нюкер (Nuker)**
*   **Дизейблер (Disabler)**

В обзоре с официального сайта также указаны приоритеты этих ролей: Саппорт (3), Нюкер (2), Дизейблер (2).","Crystal Maiden — саппорт, нюкер и дизейблер."
qwen3.8-27b/basic,q07,factoid,True,False,True,True,5,3,False,6.84,895,300,5,5,5,"Ответ полностью точен, полон, опирается на контекст и детально раскрывает все механики способности.",Что делает способность Arcane Aura у Crystal Maiden?,"Способность **Arcane Aura** у Crystal Maiden работает следующим образом:

1.  **Глобальное воздействие:** Она пассивно увеличивает восстановление маны у **всех** союзников на карте.
2.  **Усиление вблизи:** Союзники, находящиеся в радиусе **1200** от Crystal Maiden, получают значительно больше бонуса к восстановлению маны (в 3 раза больше базового значения).
3.  **Бонус для самой Crystal Maiden:** Сама героиня получает максимальный бонус — в **7 раз** больше базового значения восстановления маны.

**Конкретные значения (по уровням способности):**
*   **Базовый бонус (для всех союзников):** +0.4 / 0.6 / 0.8 / 1 маны в секунду.
*   **Бонус в радиусе 1200 (для союзников):** +1.2 / 1.8 / 2.4 / 3 маны в секунду.
*   **Бонус для Crystal Maiden:** +2.8 / 4.2 / 5.6 / 7 маны в секунду.

Также способность имеет небольшой эффект задержки (linger) в 0.5 секунды, если союзник выходит из радиуса усиления.","Arcane Aura увеличивает восстановление маны всем союзникам на карте; союзники в радиусе 1200 получают бонус в 3 раза больше, а сама Crystal Maiden — ещё больше."
qwen3.8-27b/basic,q08,factoid,True,False,True,True,5,4,False,5.45,821,123,5,5,5,"Ответ полностью верен, детален, полностью опирается на предоставленный контекст и точно отвечает на поставленный вопрос.",Сколько длятся день и ночь в Dota 2?,"В Dota 2 полный цикл суток длится **10 минут**.

Согласно базе знаний, этот период делится поровну между днем и ночью. Следовательно:
*   **День** длится **5 минут**.
*   **Ночь** длится **5 минут**.

Игра начинается с фазы подготовки в ночное время. После сигнала рога (horn) и достижения отметки 0:00 наступает первый рассвет (начало дня). Первая ночь начинается в 5:00, второй день — в 10:00, и так далее.",Полный цикл длится 10 минут: 5 минут день и 5 минут ночь; первая ночь начинается в 5:00.
qwen3.8-27b/basic,q09,specific,True,False,True,True,5,2,False,5.29,788,48,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько секунд после получения урона от вражеского героя нельзя использовать Blink Dagger?,"Согласно предоставленным данным, Blink Dagger нельзя использовать, если в последние **3 секунды** его владелец получал урон от вражеских героев или Рошана.

**Ответ: 3 секунды.**","3 секунды: Blink Dagger нельзя использовать, если в последние 3 секунды владелец получал урон от вражеских героев или Рошана."
qwen3.8-27b/basic,q10,specific,True,False,True,True,5,4,False,6.49,823,145,5,5,5,"Ответ полностью верен, детально расписывает перезарядку по уровням, опираясь на контекст, и корректно уточняет информацию по талантам.",Какая перезарядка у Mana Void у Anti-Mage?,"Перезарядка способности **Mana Void** у Anti-Mage зависит от уровня заклинания:

*   **Уровень 1:** 100 секунд
*   **Уровень 2:** 85 секунд
*   **Уровень 3:** 70 секунд

Также стоит отметить, что на **25-м уровне** герой может выбрать талант, который уменьшает перезарядку Blink Dagger на 1 секунду, но это не влияет на перезарядку Mana Void. В контексте предоставленных данных прямых талантов, сокращающих перезарядку именно Mana Void, не указано (есть только увеличение радиуса и урона).",Перезарядка Mana Void — 100 / 85 / 70 секунд.
qwen3.8-27b/basic,q11,specific,True,False,True,True,5,2,False,5.31,791,51,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько длится эффект Black King Bar и какая у него перезарядка?,"Согласно предоставленным данным, эффект **Black King Bar** (способность Avatar) длится **9, 8 или 7 секунд** (в зависимости от уровня способности).

Перезарядка этого предмета составляет **95 секунд**.","Avatar действует 9 / 8 / 7 секунд (длительность уменьшается с каждым использованием), перезарядка 95 секунд."
qwen3.8-27b/basic,q12,specific,True,True,False,False,5,0,False,5.91,819,353,1,5,1,"Ответ системы неверный по сути (ловкость традиционно дает броню в Dota 2, а ответ утверждает обратное), хотя корректно указывает на отсутствие этой информации в предоставленном контексте.",Сколько брони даёт одно очко ловкости?,"В предоставленном контексте нет информации о том, сколько брони даёт одно очко ловкости.

В контексте упоминаются:
*   **Orb of Corrosion** [1]: снижает броню на -2 (пассивный эффект предмета).
*   **Clockwerk** [2]: врождённая способность, увеличивающая урон за броню, и возможность съесть Chainmail для получения +4 к броне.
*   **Предметы, дающие Силу** [3]: перечислены предметы, дающие Силу (Strength), но не Ловкость (Agility) и не Броню (Armor).
*   **Techies** [4]: указаны базовые характеристики, включая броню 4,66667, но не связь между ловкостью и броней.
*   **Invoker** [5]: изменения в патче, связанные с сферами и духами.

В игре Dota 2 **ловкость (Agility) не даёт броню**. Броня в Dota 2 зависит от:
1.  Базовой брони героя.
2.  Предметов, дающих броню (например, Chainmail, Plated Armor, Buckler и т.д.).
3.  Способностей героев (например, Armor Power у Clockwerk, или пассивные бонусы).
4.  Уровня героя (у некоторых героев броня растёт с уровнем, но это не связано напрямую с ловкостью).

Таким образом, на основании предоставленного контекста и общих знаний о Dota 2, **одно очко ловкости не даёт никакой брони**.","Каждое очко ловкости увеличивает броню героя на 0,167 (1/6)."
qwen3.8-27b/basic,q13,specific,True,False,True,True,5,5,False,5.98,744,392,5,5,5,"Ответ полностью точен, содержит верную информацию из контекста, отвечает на вопрос и добавляет полезные детали о нюансах.",В какое время нужно стакать лагерь нейтральных крипов?,"Основываясь на предоставленных фрагментах из базы знаний, вот ответ на ваш вопрос:

**Общее правило:**
Большинство лагерей нейтральных крипов можно стакать примерно на **54–55 секунде** игрового времени.

**Важные нюансы:**
*   **Точное время варьируется:** Точный момент зависит от типа лагеря (размер спавн-бокса), типа юнитов (скорость передвижения, радиус атаки) и характеристик вашего героя (дальность атаки, если вы стакаете атакой).
*   **Цель:** Крипов нужно увести из зоны лагеря до того, как наступит следующая минута (1:00, 2:00 и т.д.), чтобы новые крипы могли заспавниться. Если в зоне лагеря находится юнит (герой или вард) в момент спавна, новые крипы не появятся.
*   **Исключение (Creep Pulling):** Если вы используете технику «Creep Pulling» (привлечение крипов линии в джунгли), атаковать нейтральный лагерь нужно на отметке **53 секунды** (обозначено как `:17` до минуты, то есть 0:53), чтобы волна крипов линии успела зайти в джунгли.

**Как это сделать:**
Чтобы увести крипов, достаточно подойти к лагерю или атаковать юнита в нем. Нейтральные крипы погонятся за вами несколько секунд, а затем вернутся на исходные позиции. Если вы успели увести их из зоны спавна до минуты, на следующей минуте заспавнится новая волна, и в лагере окажется двойное количество крипов.","Большинство лагерей стакают примерно на 54–55 секунде каждой минуты, чтобы в начале минуты появилась новая пачка крипов."
qwen3.8-27b/basic,q14,specific,True,False,True,True,5,5,False,6.31,951,48,5,5,5,"Ответ полностью верен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Какие таланты у Juggernaut на 25 уровне?,"Согласно предоставленным данным, таланты Juggernaut на 25 уровне следующие:

*   **+1 сек. действия Omnislash**
*   **40% вампиризма от Blade Dance**",На 25 уровне: +1 сек. действия Omnislash или 40% вампиризма от Blade Dance.
qwen3.8-27b/basic,q15,specific,True,False,True,False,5,5,False,4.25,694,34,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.","Сколько опыта получают враги, если крипа на линии заденаили?","Если крипа на линии заденаили (denied), враги получают **50%** от его награды за опыт, вместо обычных 100%.",Враги получают 50% опыта за заденаенных линейных крипов и не получают золота.
qwen3.8-27b/basic,q16,specific,True,False,True,True,5,3,True,6.63,791,177,5,5,5,"Ответ полностью точен, содержит всю необходимую информацию из эталона и подтвержден контекстом.",Сколько золота даёт руна богатства (Bounty Rune) в начале игры?,"В начале игры (при первом спавне) руна богатства (Bounty Rune) даёт **40 золота** каждому герою команды, которая её активирует.

Это подтверждается следующими данными из базы знаний:
*   В источнике [1] указано: ""Initial Spawn Team Gold : 40"".
*   В источнике [3] указано: ""Initial Spawn Team Gold: 40"".
*   В таблице источника [4] для строки ""Initial"" (Начальный) в столбце ""Gold per hero"" (Золото за героя) также указано значение **40**.

Таким образом, каждый герой получает 40 золота. Если в команде 5 героев, то общее количество золота, полученное командой от одной руны, составит 200 (5 × 40).",Изначально руна даёт 40 золота каждому герою команды; далее награда растёт на 6 золота каждые 4 минуты.
qwen3.8-27b/basic,q17,specific,True,False,True,True,5,3,False,6.86,872,166,5,5,5,"Ответ полностью верен, содержит всю запрашиваемую информацию из эталона, подкреплен контекстом и дополнен точными деталями из него без фактических ошибок.",Какая дальность и перезарядка у Meat Hook у Pudge?,"Согласно предоставленным данным, характеристики способности **Meat Hook** у Pudge следующие:

*   **Дальность применения:** 1300.
    *   *Примечание:* Согласно вики-статье, с учетом радиуса поиска крюк может зацепить юнитов на расстоянии до **1400**.
*   **Перезарядка:** 18 / 16 / 14 / 12 секунд (в зависимости от уровня способности).
    *   *Примечание:* На 20-м уровне Pudge может выбрать талант **–4 сек. перезарядки Meat Hook**, что уменьшит эти значения до 14 / 12 / 10 / 8 секунд соответственно.","Дальность 1300, перезарядка 18 / 16 / 14 / 12 секунд."
qwen3.8-27b/basic,q18,specific,True,False,True,False,5,5,False,3.51,656,172,5,5,5,"В предоставленном контексте действительно нет информации о патче 7.41f, ответ корректно сообщает об этом.",Что изменили у Anti-Mage в патче 7.41f?,"В предоставленных фрагментах базы знаний отсутствуют данные о патче **7.41f**.

В контексте представлены изменения только для следующих патчей:
*   **7.41a** (увеличение скорости передвижения, восстановления здоровья и урона от Mana Break)
*   **7.41b** (увеличение сжигания маны в Mana Break, изменение таланта Blink)
*   **7.41c** (изменение порога маны для замедления в Persecutor)
*   **7.41d** (увеличение базовой ловкости, урона и снижение расхода маны на Blink)

Таким образом, на основании имеющейся информации ответить на вопрос об изменениях в патче 7.41f невозможно.",В 7.41f у Mana Break урон от сожжённой маны увеличен с 60% до 65%.
qwen3.8-27b/basic,q19,specific,True,False,True,True,5,4,False,6.37,810,88,5,5,5,"Ответ полностью точен, содержит верную информацию из контекста, совпадает с эталоном и напрямую отвечает на вопрос.",Сколько маны стоит Laguna Blade у Lina?,"Стоимость маны для способности **Laguna Blade** у Lina зависит от уровня заклинания:

*   **1 уровень:** 150 маны
*   **2 уровень:** 300 маны
*   **3 уровень:** 450 маны

Эти данные подтверждены как в официальной базе знаний Dota 2, так и в вики-статьях.",Laguna Blade стоит 150 / 300 / 450 маны.
qwen3.8-27b/basic,q20,multi_doc,True,False,True,True,5,4,False,6.58,898,191,5,5,5,"Ответ полностью точен, содержит верные цифры сравнения из эталона и контекста, а также корректную дополнительную информацию.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"Сравнивая стоимость этих двух предметов, можно сделать следующие выводы:

*   **Blink Dagger** стоит **2250 золота**.
*   **Overwhelming Blink** стоит **6800 золота**.

Таким образом, **Overwhelming Blink** значительно дороже: он стоит на **4550 золота** больше, чем Blink Dagger (почти в 3 раза дороже).

**Дополнительные различия:**
*   **Blink Dagger** имеет перезарядку 15 секунд и блокируется на 3 секунды, если владелец получает урон от вражеских героев или Рошана.
*   **Overwhelming Blink** не имеет стандартной перезарядки, но после использования наносит урон и замедление, а также имеет собственный кулдаун на урон (6 секунд), который не сбрасывается манипуляциями перезарядки.","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
qwen3.8-27b/basic,q21,multi_doc,True,True,False,True,5,0,False,10.56,763,93,3,5,3,"Ответ верен с точки зрения контекста (в нем действительно нет брони AM), но модель не смогла ответить на поставленный вопрос, хотя в эталоне ответ есть.",У кого больше базовой брони: у Axe или у Anti-Mage?,"В предоставленном контексте нет информации о базовой броне Anti-Mage.

Из фрагмента [1] известно, что у **Axe** базовая броня составляет **3**.

Таким образом, на основании имеющихся данных можно утверждать, что у Axe базовая броня равна 3, но сравнить её с броней Anti-Mage невозможно, так как эти данные отсутствуют в предоставленных источниках.","У Anti-Mage больше: около 6,17 брони против 3 у Axe."
qwen3.8-27b/basic,q22,multi_doc,True,False,True,True,5,2,True,0.33,768,100,5,5,5,"Ответ полностью верен, детально раскрывает вопрос для каждого персонажа, опирается на предоставленный контекст.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"Согласно предоставленным данным, у обоих героев основные характеристики следующие:

*   **Crystal Maiden**: Основной атрибут — **Интеллект**, тип атаки — **дальний бой** [2].
*   **Lina**: Основной атрибут — **Интеллект**, тип атаки — **дальний бой** [1].

Таким образом, и Crystal Maiden, и Lina являются героями дальнего боя с основным атрибутом Интеллект.","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
qwen3.8-27b/basic,q23,multi_doc,True,False,True,True,5,4,False,6.58,811,183,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,"В патчах 7.41d и 7.41e способность **Battle Hunger** у героя Axe претерпела следующие изменения:

1.  **В патче 7.41d:**
    *   Уменьшена дальность применения способности со значений 700/775/850/925 до **600/700/800/900**.

2.  **В патче 7.41e:**
    *   Уменьшен урон в секунду (DPS) со значений 12/18/24/30 до **12/16/20/24**.

Таким образом, в этих патчах способность стала менее эффективной как по дальности, так и по наносимому урону.",В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
qwen3.8-27b/basic,q24,multi_doc,True,False,True,True,5,5,False,4.83,558,346,5,5,5,"Ответ полностью точен, детально раскрывает различия между Silence и Break, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.",Чем Silence отличается от Break?,"Основываясь на предоставленных фрагментах из базы знаний, **Silence** (Помехи) и **Break** (Разрыв) — это два разных типа статусных эффектов, которые влияют на способности героя по-разному:

1.  **Silence (Помехи):**
    *   Полностью **запрещает использование активных способностей** (кроме активации предметов).
    *   Способности с автозапуском (Autocast) перестают работать, а переключаемые способности (Toggled) застревают в текущем состоянии (Вкл/Выкл), но их функционал не отключается полностью.
    *   *Пример:* Global Silence.

2.  **Break (Разрыв):**
    *   Полностью **отключает пассивные способности**.
    *   Влияет на все аспекты пассивной способности: шансы срабатывания (proc chances), врожденные кулдауны, модификаторы атаки и постоянные бонусы.
    *   **Не влияет** на пассивные компоненты предметов (например, уклонение от Talisman of Evasion) и таланты (если в описании не указано иное).
    *   Работает полностью независимо от Silence и Mute.
    *   *Пример:* Viper Strike.

**Краткое резюме:**
*   **Silence** блокирует **активные** заклинания.
*   **Break** отключает **пассивные** эффекты.

Они могут действовать одновременно, так как работают независимо друг от друга.","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
